algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id
improved_astar,1,19.871997787639643,3,0.12370001059025526,11,40,0.3,3,3
dijkstra,1,21.07106781186548,7,1.9452000124147162,553,40,0.3,4,4
astar,1,21.07106781186548,6,0.17050000315066427,36,40,0.3,4,4
weighted_astar,1,21.89949493661167,6,0.13519999629352242,30,40,0.3,4,4
jps_like,1,21.071067811865476,8,0.2857000072253868,23,40,0.3,4,4
improved_astar,1,19.84600658362259,4,0.24249999842140824,23,40,0.3,4,4
dijkstra,1,16.65685424949238,6,0.726999991456978,227,40,0.3,5,5
astar,1,16.65685424949238,6,0.19199999223928899,46,40,0.3,5,5
weighted_astar,1,17.48528137423857,7,0.09300000965595245,19,40,0.3,5,5
jps_like,1,16.65685424949238,7,0.415000002249144,46,40,0.3,5,5
improved_astar,1,15.783530439226077,2,0.15619999612681568,14,40,0.3,5,5
dijkstra,1,23.72792206135786,9,2.8846999921370298,724,40,0.3,6,6
astar,1,23.72792206135786,11,0.24510000366717577,56,40,0.3,6,6
weighted_astar,1,24.55634918610405,13,0.1250000059371814,28,40,0.3,6,6
jps_like,1,23.727922061357855,7,0.8557999972254038,46,40,0.3,6,6
improved_astar,1,22.088156853215224,4,0.4292000085115433,22,40,0.3,6,6
dijkstra,1,45.52691193458117,15,2.9906000127084553,992,40,0.3,7,7
astar,1,45.52691193458117,16,0.31370000215247273,78,40,0.3,7,7
weighted_astar,1,45.52691193458117,16,0.18869999621529132,41,40,0.3,7,7
jps_like,1,45.526911934581165,16,0.5508000031113625,66,40,0.3,7,7
improved_astar,1,43.34581091318302,11,0.24120000307448208,24,40,0.3,7,7
dijkstra,1,25.899494936611667,13,1.596600006450899,501,40,0.3,8,8
astar,1,25.899494936611667,13,0.2830000012181699,68,40,0.3,8,8
weighted_astar,1,26.72792206135786,14,0.12459998833946884,27,40,0.3,8,8
jps_like,1,25.899494936611667,15,0.6020000000717118,69,40,0.3,8,8
improved_astar,1,23.634413615167958,7,0.24310000299010426,25,40,0.3,8,8
dijkstra,1,48.28427124746189,25,4.77149999642279,1116,40,0.3,9,9
astar,1,48.28427124746189,26,2.2012999979779124,439,40,0.3,9,9
weighted_astar,1,48.284271247461895,20,0.6981000042287633,141,40,0.3,9,9
jps_like,1,48.28427124746189,25,4.272399994079024,439,40,0.3,9,9
improved_astar,1,43.544191758996654,12,1.186299996334128,130,40,0.3,9,9
dijkstra,1,47.870057685088796,22,4.520400005276315,1095,40,0.3,10,10
astar,1,47.870057685088796,21,2.4923000019043684,438,40,0.3,10,10
weighted_astar,1,47.870057685088796,21,0.7610000029671937,166,40,0.3,10,10
jps_like,1,47.870057685088796,20,4.757599992444739,436,40,0.3,10,10
improved_astar,1,45.52432955605104,14,1.5864000015426427,135,40,0.3,10,10
dijkstra,1,33.97056274847714,9,3.2715999986976385,835,40,0.3,11,11
astar,1,33.97056274847714,11,0.44580000394489616,108,40,0.3,11,11
weighted_astar,1,34.798989873223334,16,0.14590000500902534,33,40,0.3,11,11
jps_like,1,33.970562748477136,13,0.8537000103387982,106,40,0.3,11,11
improved_astar,1,32.579533583817216,10,0.20009999570902437,22,40,0.3,11,11
