algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id
astar,1,17.142135623730955,7,0.06599999323952943,20,20,0.7,23,23
weighted_astar,1,17.142135623730955,7,0.06160000339150429,19,20,0.7,23,23
jps_like,1,17.14213562373095,8,0.08509999315720052,17,20,0.7,23,23
improved_astar,1,14.727968770336455,6,0.11930000619031489,26,20,0.7,23,23
dijkstra,1,2.0,0,0.023600005079060793,7,20,0.7,24,24
astar,1,2.0,0,0.011800002539530396,3,20,0.7,24,24
weighted_astar,1,2.0,0,0.009900002623908222,3,20,0.7,24,24
jps_like,1,2.0,0,0.015700003132224083,3,20,0.7,24,24
improved_astar,1,2.0,0,0.014499993994832039,3,20,0.7,24,24
dijkstra,1,1.0,0,0.011299998732283711,3,20,0.7,25,25
astar,1,1.0,0,0.006800008122809231,2,20,0.7,25,25
weighted_astar,1,1.0,0,0.005599998985417187,2,20,0.7,25,25
jps_like,1,1.0,0,0.009499999578110874,2,20,0.7,25,25
improved_astar,1,1.0,0,0.010199990356341004,2,20,0.7,25,25
dijkstra,1,5.82842712474619,1,0.05789998976979405,19,20,0.7,26,26
astar,1,5.82842712474619,1,0.027600006433203816,7,20,0.7,26,26
weighted_astar,1,5.82842712474619,1,0.02680000034160912,7,20,0.7,26,26
jps_like,1,5.82842712474619,1,0.04400000034365803,7,20,0.7,26,26
improved_astar,1,5.39834563766817,1,0.04839999019168317,8,20,0.7,26,26
dijkstra,1,2.0,0,0.02130000211764127,6,20,0.7,27,27
astar,1,2.0,0,0.011200012522749603,3,20,0.7,27,27
weighted_astar,1,2.0,0,0.010200004908256233,3,20,0.7,27,27
jps_like,1,2.0,0,0.010400006431154907,2,20,0.7,27,27
improved_astar,1,2.0,0,0.016399993910454214,3,20,0.7,27,27
dijkstra,1,8.071067811865476,5,0.023200002033263445,8,20,0.7,28,28
astar,1,8.071067811865476,5,0.021899992134422064,8,20,0.7,28,28
weighted_astar,1,8.071067811865476,5,0.020400009816512465,8,20,0.7,28,28
jps_like,1,8.071067811865476,5,0.028399997972883284,8,20,0.7,28,28
improved_astar,1,6.23606797749979,1,0.028999987989664078,8,20,0.7,28,28
dijkstra,1,12.899494936611667,8,0.041100007365457714,15,20,0.7,29,29
astar,1,12.899494936611667,8,0.03339999238960445,11,20,0.7,29,29
weighted_astar,1,12.899494936611667,8,0.03170000854879618,11,20,0.7,29,29
jps_like,1,12.899494936611667,8,0.04509999416768551,11,20,0.7,29,29
improved_astar,1,9.650281539872886,3,0.059300000430084765,13,20,0.7,29,29
dijkstra,1,10.242640687119284,2,0.628499998128973,187,40,0.3,0,0
astar,1,10.242640687119284,3,0.059300000430084765,13,40,0.3,0,0
weighted_astar,1,10.242640687119286,3,0.05099999543745071,12,40,0.3,0,0
jps_like,1,10.242640687119284,4,0.12870000500697643,13,40,0.3,0,0
improved_astar,1,9.34166020071207,1,0.10469999688211828,11,40,0.3,0,0
dijkstra,1,9.82842712474619,3,0.5805999971926212,171,40,0.3,1,1
astar,1,9.82842712474619,3,0.04909999552182853,10,40,0.3,1,1
weighted_astar,1,9.82842712474619,3,0.06160000339150429,14,40,0.3,1,1
jps_like,1,9.82842712474619,4,0.06859999848529696,6,40,0.3,1,1
improved_astar,1,9.47213595499958,3,0.06599999323952943,6,40,0.3,1,1
dijkstra,1,6.242640687119286,3,0.20640000002458692,66,40,0.3,2,2
astar,1,6.242640687119286,3,0.026900001103058457,6,40,0.3,2,2
weighted_astar,1,6.242640687119286,1,0.025000001187436283,6,40,0.3,2,2
jps_like,1,6.242640687119285,1,0.03290000313427299,4,40,0.3,2,2
improved_astar,1,5.841619252963779,1,0.021700005163438618,3,40,0.3,2,2
dijkstra,1,22.142135623730955,9,2.500200003851205,774,40,0.3,3,3
astar,1,22.142135623730955,9,0.23710000095888972,52,40,0.3,3,3
weighted_astar,1,22.142135623730955,5,0.10629999451339245,21,40,0.3,3,3
jps_like,1,22.14213562373095,10,0.4928999987896532,52,40,0.3,3,3
improved_astar,1,19.871997787639643,3,0.1340000017080456,11,40,0.3,3,3
dijkstra,1,21.07106781186548,7,1.747999995131977,553,40,0.3,4,4
astar,1,21.07106781186548,6,0.16229999891947955,36,40,0.3,4,4
weighted_astar,1,21.89949493661167,6,0.13169999874662608,30,40,0.3,4,4
jps_like,1,21.071067811865476,8,0.24140000459738076,23,40,0.3,4,4
improved_astar,1,19.84600658362259,4,0.23580000561196357,23,40,0.3,4,4
dijkstra,1,16.65685424949238,6,0.7103999960236251,227,40,0.3,5,5
astar,1,16.65685424949238,6,0.19289999909233302,46,40,0.3,5,5
weighted_astar,1,17.48528137423857,7,0.09339999814983457,19,40,0.3,5,5
jps_like,1,16.65685424949238,7,0.42299999040551484,46,40,0.3,5,5
improved_astar,1,15.783530439226077,2,0.1584999990882352,14,40,0.3,5,5
dijkstra,1,23.72792206135786,9,2.3526000004494563,724,40,0.3,6,6
astar,1,23.72792206135786,11,0.25689999165479094,56,40,0.3,6,6
weighted_astar,1,24.55634918610405,13,0.13270000636111945,28,40,0.3,6,6
jps_like,1,23.727922061357855,7,0.4757999995490536,46,40,0.3,6,6
improved_astar,1,22.088156853215224,4,0.23130000045057386,22,40,0.3,6,6
dijkstra,1,45.52691193458117,15,3.168799987179227,992,40,0.3,7,7
astar,1,45.52691193458117,16,0.32469999860040843,78,40,0.3,7,7
weighted_astar,1,45.52691193458117,16,0.19859999883919954,41,40,0.3,7,7
jps_like,1,45.526911934581165,16,0.6539000023622066,66,40,0.3,7,7
improved_astar,1,43.34581091318302,11,0.2558999985922128,24,40,0.3,7,7
dijkstra,1,25.899494936611667,13,1.5476999979000539,501,40,0.3,8,8
astar,1,25.899494936611667,13,0.2871000033337623,68,40,0.3,8,8
weighted_astar,1,26.72792206135786,14,0.1255999959539622,27,40,0.3,8,8
jps_like,1,25.899494936611667,15,0.6043000030331314,69,40,0.3,8,8
improved_astar,1,23.634413615167958,7,0.24709998979233205,25,40,0.3,8,8
dijkstra,1,48.28427124746189,25,3.3841999975265935,1116,40,0.3,9,9
astar,1,48.28427124746189,26,1.6965999966487288,439,40,0.3,9,9
weighted_astar,1,48.284271247461895,20,0.5430000019259751,141,40,0.3,9,9
jps_like,1,48.28427124746189,25,3.5807999956887215,439,40,0.3,9,9
improved_astar,1,43.544191758996654,12,1.0134999902220443,130,40,0.3,9,9
dijkstra,1,47.870057685088796,22,3.249300003517419,1095,40,0.3,10,10
astar,1,47.870057685088796,21,1.7542999994475394,438,40,0.3,10,10
weighted_astar,1,47.870057685088796,21,0.6585000082850456,166,40,0.3,10,10
jps_like,1,47.870057685088796,20,3.508300011162646,436,40,0.3,10,10
improved_astar,1,45.52432955605104,14,1.115799997933209,135,40,0.3,10,10
dijkstra,1,33.97056274847714,9,2.6286000065738335,835,40,0.3,11,11
astar,1,33.97056274847714,11,0.4413999995449558,108,40,0.3,11,11
weighted_astar,1,34.798989873223334,16,0.15509998775087297,33,40,0.3,11,11
jps_like,1,33.970562748477136,13,0.8516999951098114,106,40,0.3,11,11
improved_astar,1,32.579533583817216,10,0.20300000323913991,22,40,0.3,11,11
